timestamp,stream,method,value,baseline,residual,score,direction,threshold,is_anomaly,is_weekend,dayofweek,hour,weekday,month,temperature,temp_bucket,detector
2004-03-11 19:00:00,CO(GT),residual_mad,3.350488587569169,-0.21355137867950105,3.5640399662486697,5.733250000000001,1.0,4.38425,True,False,3,19,3,3,-1.0049366734851894,low,Residual (MAD)
2004-03-11 20:00:00,CO(GT),residual_mad,2.791423494824279,-0.21355137867950105,3.00497487350378,4.833916666666666,1.0,4.38425,True,False,3,20,3,3,-1.0164693999127732,low,Residual (MAD)
2004-03-12 20:00:00,CO(GT),residual_mad,3.1408391777898346,0.4153968506584996,2.725442327131335,4.38425,1.0,4.38425,True,False,4,20,4,3,-0.6358894278025085,mid,Residual (MAD)
2004-03-15 09:00:00,CO(GT),residual_mad,4.189086226686502,0.3804552823619438,3.808630944324558,6.126708333333333,1.0,4.38425,True,False,0,9,0,3,-0.4167676256784165,mid,Residual (MAD)
2004-03-15 19:00:00,CO(GT),residual_mad,4.119203090093391,0.5202215555481661,3.598981534545225,5.789458333333335,1.0,4.38425,True,False,0,19,0,3,0.2290650542662749,mid,Residual (MAD)
2004-03-17 09:00:00,CO(GT),residual_mad,3.1408391777898346,0.3105721457688327,2.830267032021002,4.552875,1.0,4.38425,True,False,2,9,2,3,-0.4974967106715031,mid,Residual (MAD)
2004-03-17 19:00:00,CO(GT),residual_mad,3.8396705437209455,0.3455137140653883,3.4941568296555574,5.620833333333332,1.0,4.38425,True,False,2,19,2,3,0.5404486678110373,mid,Residual (MAD)
2004-03-17 20:00:00,CO(GT),residual_mad,3.2107223143829464,0.3455137140653883,2.8652086003175583,4.609083333333334,1.0,4.38425,True,False,2,20,2,3,0.2405977806938588,mid,Residual (MAD)
2004-03-18 09:00:00,CO(GT),residual_mad,3.1408391777898346,0.24068900917572145,2.900150168614113,4.665291666666667,1.0,4.38425,True,False,3,9,3,3,-0.4744312578163354,mid,Residual (MAD)
2004-04-01 08:00:00,CO(GT),residual_mad,2.8613066314173903,-0.2834345152726122,3.1447411466900026,5.058750000000001,1.0,4.38425,True,False,3,8,3,4,-0.7512166920783462,mid,Residual (MAD)
2004-04-06 08:00:00,CO(GT),residual_mad,2.8613066314173903,-0.1087266737898343,2.9700333052072247,4.777708333333334,1.0,4.38425,True,False,1,8,1,4,-0.2553094556922438,mid,Residual (MAD)
2004-04-08 19:00:00,CO(GT),residual_mad,2.931189768010501,0.2057474408791658,2.725442327131335,4.38425,1.0,4.38425,True,False,3,19,3,4,-0.0477203799957356,mid,Residual (MAD)
2004-04-21 08:00:00,CO(GT),residual_mad,2.8380704565102195,4.389284633439863e-05,2.838026563663885,4.565357277194659,1.0,4.38425,True,False,2,8,2,4,-0.5090294370990869,mid,Residual (MAD)
2004-04-29 08:00:00,CO(GT),residual_mad,3.560137997348502,0.20574744087916605,3.354390556469336,5.396,1.0,4.38425,True,False,3,8,3,4,-0.2668421821198273,mid,Residual (MAD)
2004-05-11 19:00:00,CO(GT),residual_mad,2.931189768010501,0.20574744087916585,2.725442327131335,4.38425,1.0,4.38425,True,False,1,19,1,5,0.5404486678110373,mid,Residual (MAD)
2004-05-18 08:00:00,CO(GT),residual_mad,3.070956041196724,-0.1087266737898343,3.1796827149865585,5.114958333333335,1.0,4.38425,True,False,1,8,1,5,0.0445414314249346,mid,Residual (MAD)
2004-05-19 08:00:00,CO(GT),residual_mad,2.8613066314173903,0.031039599396388097,2.8302670320210024,4.552875000000001,1.0,4.38425,True,False,2,8,2,5,0.0214759785697671,mid,Residual (MAD)
2004-07-20 08:00:00,CO(GT),residual_mad,2.912324488136521,0.03265240994590385,2.879672078190617,4.6323498329520225,1.0,4.38425,True,False,1,8,1,7,0.9902249984868046,high,Residual (MAD)
2004-09-05 00:00:00,CO(GT),residual_mad,2.581774085044945,-0.3533176518657233,2.9350917369106684,4.7215,1.0,4.38425,True,True,6,0,6,9,1.1055522627626424,high,Residual (MAD)
2004-09-20 19:00:00,CO(GT),residual_mad,3.070956041196724,0.3455137140653883,2.725442327131336,4.384250000000001,1.0,4.38425,True,False,0,19,0,9,1.1170849891902264,high,Residual (MAD)
2004-09-21 08:00:00,CO(GT),residual_mad,3.630021133941613,0.5202215555481662,3.1097995783934467,5.002541666666667,1.0,4.38425,True,False,1,8,1,9,0.136803242845605,mid,Residual (MAD)
2004-09-28 18:00:00,CO(GT),residual_mad,3.2107223143829464,0.4852799872516106,2.725442327131336,4.384250000000001,1.0,4.38425,True,False,1,18,1,9,0.7249722906523776,mid,Residual (MAD)
2004-09-28 19:00:00,CO(GT),residual_mad,3.769787407127835,0.4852799872516106,3.2845074198762245,5.2835833333333335,1.0,4.38425,True,False,1,19,1,9,0.5289159413834533,mid,Residual (MAD)
2004-09-30 17:00:00,CO(GT),residual_mad,3.070956041196724,-0.0388435371967231,3.109799578393447,5.0025416666666676,1.0,4.38425,True,False,3,17,3,9,0.805701375645464,mid,Residual (MAD)
