datetime,CO(GT),NMHC(GT),C6H6(GT),NOx(GT),NO2(GT)
2004-03-11 18:00:00,1.8829427191138337,0.5395603790463172,0.9828930018506477,0.2103730562784644,0.892379972632997
2004-03-11 19:00:00,3.350488587569169,1.4637151543275886,1.6690374331447275,0.7111139014726392,1.3492712909285975
2004-03-11 20:00:00,2.791423494824279,1.1036548522699503,1.3155690897508077,0.5540187343528981,1.196974184830064
2004-03-11 21:00:00,1.2539944897758333,-0.1205501747260195,0.151202782100247,0.0090948734062961,0.5660290309932822
2004-03-11 22:00:00,-0.4232007884588346,-0.9366868593899996,-0.6908835653970335,-0.7076518265775227,-0.5435641705817479
2004-03-11 23:00:00,-0.7726164714243904,-1.1467220355902883,-0.9092022480815136,-0.9383853532846425,-1.2397795127464726
2004-03-12 00:00:00,-0.2834345152726122,-0.9726928895957634,-0.5661300324344735,-0.5701935553477492,-0.282483417269976
2004-03-12 01:00:00,-0.1436682420863899,-0.9846948996643512,-0.5141493937000734,-0.5161920916503382,0.0003540654844433
2004-03-12 02:00:00,-0.4930839250519458,-1.062707965110173,-0.7532603318783136,-0.7665625142474256,-0.4130237939258619
2004-03-12 03:00:00,-0.9123827446106128,-1.1767270607617584,-0.9819751423096736,-0.5559795331614041,-0.3605239320058525
2004-03-12 04:00:00,-1.143592430212123,-1.242738116138992,-1.0651441642847137,-1.066025176569432,-1.6966708310420733
2004-03-12 05:00:00,-1.0521490177968351,-1.260741131241874,-1.0755402920315935,-1.021842160817005,-1.4355900777303017
2004-03-12 06:00:00,-0.9123827446106128,-1.2007310808989342,-0.9923712700565536,-0.8942023375322152,-0.848158382778815
2004-03-12 07:00:00,-0.4930839250519458,-1.1047150003502306,-0.7220719486376735,-0.634013466990144,-0.1301863111714425
2004-03-12 08:00:00,1.6034101727413894,-0.0905451495545497,0.6814052971911272,0.338012879563254,0.6748126782065205
2004-03-12 09:00:00,1.872602097444528,1.5035967115272406,1.1180426625600877,0.3661881816006905,0.7936288016733721
2004-03-12 10:00:00,0.6949293970309441,-0.0545391193487858,0.2759563150628071,-0.251093997135775,0.2614348187962151
2004-03-12 11:00:00,0.4153968506584996,-0.3065813307891326,0.0264492491376868,-0.1087265019335097,0.7183261370918157
2004-03-12 12:00:00,-0.0039019689001675,-0.6186335925724191,-0.1190965393186332,-0.4670998519254191,0.0656242538123863
2004-03-12 13:00:00,0.2756305774722771,-0.4626074616807759,-0.0359275173435931,-0.3836430443930566,0.1308944421403292
2004-03-12 14:00:00,0.4153968506584996,-0.2885783156862507,0.151202782100247,-0.3689153724755809,0.2831915482388628
2004-03-12 15:00:00,0.5551631238447217,-0.1925622351375472,0.296748570556567,-0.2363663252182993,0.3484617365668057
2004-03-12 16:00:00,0.4852799872516105,-0.3125823358234266,0.1408066543533669,-0.2952770128882022,0.2179213599109198
2004-03-12 17:00:00,0.2057474408791658,-0.5046144969208337,0.0368453768845668,-0.4327352841179757,0.1961646304682722
2004-03-12 18:00:00,1.2539944897758333,0.0954860065085633,0.8269510856474475,-0.1578187416584288,0.8488665137477016
2004-03-12 19:00:00,1.1142282165896111,0.1494950518172091,0.7125936804317673,-0.1774556375483964,0.761839595977111
2004-03-12 20:00:00,3.1408391777898346,1.625742290253526,2.2096360759824885,0.5000172706554871,1.3057578320433023
2004-03-12 21:00:00,1.6034101727413894,0.6955865099379605,0.9101201076224876,0.176008488471021,0.8488665137477016
2004-03-12 22:00:00,0.9744619434033888,-0.012532084108728,0.3071446983034471,0.0729147850486909,0.6312992193212251
2004-03-12 23:00:00,2.3022415386725013,0.8996206811039554,1.0868542793194476,0.3036483117558107,0.5225155721079869
2004-03-13 00:00:00,0.4153968506584996,-0.5706255522980673,-0.1814733057999132,-0.2216386533008236,0.0656242538123863
2004-03-13 01:00:00,-0.1436682420863899,-0.9006808291842358,-0.4101881162312733,-0.4867367478153867,-0.282483417269976
2004-03-13 02:00:00,-0.3533176518657233,-1.044704950007291,-0.6181106711688734,-0.7616532902749337,-0.6088343589096907
2004-03-13 03:00:00,-0.2834345152726122,-1.026701934904409,-0.6181106711688734,-0.4802850764732418,-0.378559980521552
2004-03-13 04:00:00,-0.4345845494465639,-0.9666918845614694,-0.5349416491938335,-0.634013466990144,-0.5870776294670431
2004-03-13 05:00:00,-0.7726164714243904,-1.122718015453113,-0.9092022480815136,-0.8647469936972637,-0.9786987594347007
2004-03-13 06:00:00,-0.6328501982381681,-1.1407210305559945,-0.8780138648408736,-0.9089300094496908,-1.087482406647939
2004-03-13 07:00:00,-0.4232007884588346,-1.020700929870115,-0.6492990544095135,-0.4867367478153867,-0.717618006122929
2004-03-13 08:00:00,0.4153968506584996,-0.5106155019551276,0.047241504631447,0.0876424569661666,-0.3042401467126237
2004-03-13 09:00:00,1.1142282165896111,0.1314920367143272,0.3903137202784871,0.2791021918933511,0.1961646304682722
2004-03-13 10:00:00,0.7648125336240554,-0.3425873609948964,0.161598909847127,0.0581871131312152,0.3484617365668057
2004-03-13 11:00:00,1.3937607629620554,0.3955362582232619,0.4942749977472873,0.284011415865843,1.0446770787315305
2004-03-13 12:00:00,1.0443450799965,-0.0425371092801979,0.2759563150628071,0.0041856494338042,1.1099472670594734
2004-03-13 13:00:00,0.4852799872516105,-0.3785933912006602,0.099222143365847,-0.4180076122005,0.3049482776815104
2004-03-13 14:00:00,-0.0737851054932787,-0.630635602641007,-0.2854345832687133,-0.5898304512377168,-0.1736997700567378
2004-03-13 15:00:00,-0.0737851054932787,-0.6546396227781829,-0.2230578167874333,-0.5849212272652249,0.1308944421403292
2004-03-13 16:00:00,0.2756305774722771,-0.6366366076753011,-0.1190965393186332,-0.4916459717878786,0.3049482776815104
2004-03-13 17:00:00,0.1358643042860546,-0.7206506781554166,-0.0775120283311131,-0.4425537320629595,0.326705007124158
2004-03-13 18:00:00,0.7648125336240554,-0.1565562049317833,0.4318982312660072,-0.0547250382360987,0.827109784305054
2004-03-13 19:00:00,1.463643899555167,0.2455111323659126,0.8581394688880876,0.1907361603884967,1.196974184830064
2004-03-13 20:00:00,1.463643899555167,0.4015372632575558,0.8165549579005673,0.2005546083334806,1.1099472670594734
2004-03-13 21:00:00,1.463643899555167,0.3115221877431463,0.7229898081786474,0.2201915042234482,1.0664338081741782
2004-03-13 22:00:00,0.6949293970309441,-0.222567260309017,0.1823911653408869,-0.1185449498784935,0.7183261370918157
2004-03-13 23:00:00,0.3455137140653883,-0.6066315825038312,-0.046323645090473,-0.3247323567231537,0.4354886543373963
2004-03-14 00:00:00,0.5551631238447217,-0.7446546982925925,-0.0359275173435931,-0.2363663252182993,0.4137319248947487
2004-03-14 01:00:00,0.4852799872516105,-0.5166165069894216,0.0576376323783269,-0.3149139087781699,0.1961646304682722
2004-03-14 02:00:00,0.2756305774722771,-0.7506557033268865,-0.2854345832687133,-0.5407382115127978,-0.1301863111714425
2004-03-14 03:00:00,0.2057474408791658,-0.5106155019551276,-0.1710771780530332,-0.391921217323966,-0.2538008930026135
2004-03-14 04:00:00,-0.5947571189193817,-0.9666918845614694,-0.6389029266626335,-0.8254732019173285,-0.6088343589096907
2004-03-14 05:00:00,-0.6328501982381681,-1.1107160053845246,-0.7948448428658336,-0.9089300094496908,-0.8699151122214626
2004-03-14 06:00:00,-0.7726164714243904,-1.128719020487407,-0.9195983758283937,-0.9531130252021182,-1.022212218319996
2004-03-14 07:00:00,-0.8424996080175017,-1.1407210305559945,-0.9299945035752736,-0.8058363060273609,-0.9351853005494056
2004-03-14 08:00:00,-0.4930839250519458,-1.0867119852473488,-0.7428642041314335,-0.6732872587700793,-0.5653209000243955
2004-03-14 09:00:00,-0.3533176518657233,-0.9606908795271756,-0.5141493937000734,-0.5898304512377168,-0.5870776294670431
2004-03-14 10:00:00,0.0659811676929437,-0.5286185170580096,-0.2854345832687133,-0.4621906279529272,-0.2607266878273284
2004-03-14 11:00:00,0.4852799872516105,-0.4145994214064241,-0.046323645090473,-0.305095460833186,0.0873809832550339
2004-03-14 12:00:00,0.4852799872516105,-0.432602436509306,-0.0671159005842332,-0.3787338204205647,0.1961646304682722
2004-03-14 13:00:00,-0.0737851054932787,-0.7446546982925925,-0.3997919884843933,-0.6143765711001764,-0.1301863111714425
2004-03-14 14:00:00,-0.213551378679501,-0.7986637436012383,-0.3997919884843933,-0.6634688108250955,-0.1736997700567378
2004-03-14 15:00:00,-0.1436682420863899,-0.7086486680868287,-0.3270190942562334,-0.6192857950726682,-0.0649161228434995
2004-03-14 16:00:00,0.625046260437833,-0.4025974113378361,0.0576376323783269,-0.3345508046681375,0.4137319248947487
2004-03-14 17:00:00,0.5551631238447217,-0.3665913811320723,0.0680337601252069,-0.2854585649432184,0.391975195452101
2004-03-14 18:00:00,0.2756305774722771,-0.5706255522980673,0.0888260156189668,-0.3836430443930566,0.2396780893535675
2004-03-14 19:00:00,1.7431764459276111,0.2695151525030885,0.9621007463568876,0.1121885768286262,1.0229203492888828
2004-03-14 20:00:00,2.651657221638057,0.7435945502123121,1.2220039400288878,0.4263789110681084,1.3710280203712453
2004-03-14 21:00:00,0.9045788068102776,-0.018533089143022,0.348729209290967,-0.1038172779610177,0.7835963254197587
2004-03-14 22:00:00,-0.0039019689001675,-0.7026476630525347,-0.2438500722811932,-0.4523721800079434,0.2396780893535675
2004-03-14 23:00:00,0.0659811676929437,-0.8286687687727081,-0.2646423277749531,-0.4229168361729919,0.1961646304682722
2004-03-15 00:00:00,-0.213551378679501,-0.9066818342185295,-0.4101881162312733,-0.6585595868526035,-0.2389699583846807
2004-03-15 01:00:00,-0.213551378679501,-0.8646747989784719,-0.4621687549656733,-0.6487411389076198,-0.3695103350405666
2004-03-15 02:00:00,-0.213551378679501,-0.9066818342185295,-0.4517726272187933,-0.6389226909626359,-0.4782939822538049
2004-03-15 03:00:00,-0.7027333348312792,-1.0387039449729971,-0.7220719486376735,-0.7498975880610809,-0.6999937804660187
2004-03-15 04:00:00,-0.8179598255296259,-1.0387039449729971,-0.7636564596251936,-0.8451100978072961,-0.848158382778815
2004-03-15 05:00:00,-0.7726164714243904,-1.068708970144467,-0.7740525873720735,-0.7371071704124741,-0.782888194450872
2004-03-15 06:00:00,-0.4930839250519458,-0.9966969097329392,-0.5141493937000734,-0.4916459717878786,-0.6523478177949861
2004-03-15 07:00:00,0.0659811676929437,-0.6606406278124769,-0.1710771780530332,-0.0498158142636067,-0.4565372528111572
2004-03-15 08:00:00,2.372124675265612,0.7135895250408423,1.5130955169415277,0.5982017501053253,0.0873809832550339
2004-03-15 09:00:00,4.189086226686502,2.405872944711742,2.635877313604569,1.1774901788593706,0.8488665137477016
2004-03-15 10:00:00,2.581774085044945,1.3256920385388271,1.585868411169688,0.7651153651700502,1.0229203492888828
2004-03-15 11:00:00,1.463643899555167,0.7015875149722544,0.9101201076224876,0.3969235672331569,0.9794068904035876
2004-03-15 12:00:00,0.6949293970309441,0.0234739460970357,0.286352442809687,-0.1823648615208883,0.5225155721079869
2004-03-15 13:00:00,0.5551631238447217,-0.0605401243830798,0.3695214647847272,-0.3296415806956456,0.1961646304682722
2004-03-15 14:00:00,0.5551631238447217,-0.1565562049317833,0.4215021035191272,-0.3885522683655485,0.022110794927091
2004-03-15 15:00:00,0.2756305774722771,-0.1925622351375472,0.0784298878720869,-0.4180076122005,-0.1301863111714425
2004-03-15 16:00:00,0.1358643042860546,-0.4566064566464819,0.0160531213908069,-0.4670998519254191,-0.2389699583846807
2004-03-15 17:00:00,0.4852799872516105,-0.018533089143022,0.3591253370378472,-0.4032799402830243,0.0003540654844433
2004-03-15 18:00:00,2.791423494824279,1.5237252046705283,2.1576554372480885,0.3723774473706974,1.131703996502121
2004-03-15 19:00:00,4.119203090093391,2.8079402820094383,2.895780507276569,0.8142076048949692,1.6756222325683123
2004-03-15 20:00:00,3.070956041196724,1.9257925419682245,2.0432980320324083,0.4018327912056488,1.196974184830064
2004-03-15 21:00:00,1.463643899555167,0.6115724394578448,0.8893278521287273,0.0876424569661666,0.761839595977111
2004-03-15 22:00:00,0.7648125336240554,0.0414769611999176,0.4111059757722472,-0.2216386533008236,0.326705007124158
2004-03-15 23:00:00,-0.4930839250519458,-0.9006808291842358,-0.4621687549656733,-0.7321979464399822,-0.1954564994993854
2004-03-16 00:00:00,-0.0039019689001675,-0.3725923861663663,-0.0255313895967131,-0.5456474354852896,-0.1519430406140901
2004-03-16 01:00:00,-0.6328501982381681,-1.0086989198015273,-0.6181106711688734,-0.7812901861649013,-0.4782939822538049
2004-03-16 02:00:00,-0.9123827446106128,-1.128719020487407,-0.8884099925877535,-0.95802224917461,-1.0657256772052914
2004-03-16 03:00:00,-0.982265881203724,-1.1527230406245823,-0.9403906313221536,-0.5999375977482216,-0.4745930542168994
2004-03-16 04:00:00,-0.9880850634156184,-1.1527230406245823,-0.9092022480815136,-0.8794746656147395,-1.1092391360905869
2004-03-16 05:00:00,-1.0521490177968351,-1.2007310808989342,-0.9715790145627936,-0.9825683690370696,-1.2615362421891203
2004-03-16 06:00:00,-0.8424996080175017,-1.1407210305559945,-0.8156370983595936,-0.7665625142474256,-1.0004554888773485
2004-03-16 07:00:00,-0.5629670616450568,-1.0026979147672332,-0.6492990544095135,-0.6831057067150631,-0.8699151122214626
2004-03-16 08:00:00,0.9045788068102776,0.0054709309941538,0.5046711254941671,0.12200702477361,-0.282483417269976
2004-03-16 09:00:00,1.1142282165896111,0.4075382682918498,0.8685355966349674,-0.0449065902911148,-0.3259968761552713
2004-03-16 10:00:00,2.23235840207939,1.319691033504533,1.429926494966488,0.774933813115034,0.8706232431903492
2004-03-16 11:00:00,1.3937607629620554,0.6595804797321966,0.8997239798756075,0.3723774473706974,1.131703996502121
2004-03-16 12:00:00,0.8346956702171663,0.3955362582232619,0.7229898081786474,-0.1038172779610177,0.95765016096094
2004-03-16 13:00:00,1.323877626368945,0.8936196760696614,1.1388349180538475,0.068005561076199,1.1099472670594734
2004-03-16 14:00:00,1.184111353182722,0.6055714344235509,0.9413084908631272,0.12200702477361,1.1099472670594734
2004-03-16 15:00:00,0.4852799872516105,0.0654809813370935,0.3383330815440871,-0.2854585649432184,0.391975195452101
2004-03-16 16:00:00,0.5551631238447217,-0.0965461545888436,0.5462556364816874,-0.2658216690532508,0.4137319248947487
2004-03-16 17:00:00,0.5551631238447217,-0.1085481646574316,0.4630866145066473,-0.2363663252182993,0.5007588426653393
2004-03-16 18:00:00,0.9045788068102776,0.1194900266457392,0.6710091694442474,-0.2658216690532508,0.6312992193212251
2004-03-16 19:00:00,1.2539944897758333,0.2635141474687945,0.8061588301536876,-0.2805493409707265,0.5877857604359299
2004-03-16 20:00:00,0.7648125336240554,0.0774829914056814,0.4630866145066473,-0.3541877005581051,0.7183261370918157
2004-03-16 21:00:00,2.092592128893167,0.7916025904866639,1.4091342394727275,0.3871051192881731,1.4580549381418355
2004-03-16 22:00:00,0.3455137140653883,-0.2045642452061351,0.223975676328407,-0.2658216690532508,0.6095424898785775
2004-03-16 23:00:00,-0.2834345152726122,-0.7746597234640623,-0.2334539445343132,-0.5309197635678139,0.1526511715829769
2004-03-17 00:00:00,-0.2834345152726122,-0.7926627385669442,-0.2854345832687133,-0.5211013156228301,-0.0649161228434995
2004-03-17 01:00:00,-0.6328501982381681,-1.020700929870115,-0.6181106711688734,-0.7027426026050307,-0.4347805233685096
2004-03-17 02:00:00,-0.8424996080175017,-1.0987139953159368,-0.7532603318783136,-0.8254732019173285,-0.6741045472376337
2004-03-17 03:00:00,-0.982265881203724,-1.1467220355902883,-0.9092022480815136,-0.5673821526849135,-0.4212891334786817
2004-03-17 04:00:00,-1.1028945766326124,-1.2007310808989342,-0.9819751423096736,-0.904020785477199,-1.087482406647939
2004-03-17 05:00:00,-1.1220321543899463,-1.236737111104698,-1.0131635255503135,-1.0316606087619886,-1.522616995500892
2004-03-17 06:00:00,-1.1220321543899463,-1.1947300758646402,-0.9819751423096736,-0.9432945772571344,-1.2397795127464726
2004-03-17 07:00:00,-0.3533176518657233,-0.7986637436012383,-0.3997919884843933,-0.3836430443930566,-0.5653209000243955
2004-03-17 08:00:00,1.3937607629620554,0.2575131424345006,1.0452697683319274,0.4018327912056488,-0.0431593934008519
2004-03-17 09:00:00,3.1408391777898346,1.9017885218310489,2.6046889303639285,0.6816585576376877,0.3702184660094534
2004-03-17 10:00:00,1.533527036148278,0.9056216861382492,1.0348736405850476,0.2054638323059725,0.5225155721079869
2004-03-17 11:00:00,0.5551631238447217,-0.1025471596231376,0.4215021035191272,-0.0841803820710501,0.5442723015506346
2004-03-17 12:00:00,0.2756305774722771,-0.432602436509306,0.1200143988596069,-0.1381818457684611,0.6965694076491681
2004-03-17 13:00:00,0.4852799872516105,-0.1745592200346652,0.3903137202784871,-0.1676371896034126,0.9358934315182922
2004-03-17 14:00:00,0.3455137140653883,-0.3905954012692482,0.244767931822167,-0.3787338204205647,0.2831915482388628
2004-03-17 15:00:00,-0.0737851054932787,-0.6846446479496527,-0.0983042838248731,-0.5063736437053543,-0.1301863111714425
2004-03-17 16:00:00,0.5551631238447217,-0.1445541948631954,0.4007098480253671,-0.256003221108267,0.4137319248947487
2004-03-17 17:00:00,0.2756305774722771,-0.4986134918865397,0.099222143365847,-0.4474629560354514,0.0873809832550339
2004-03-17 18:00:00,2.022708992300056,1.0136397767555407,1.6274529221572078,0.2987390877833187,1.0446770787315305
2004-03-17 19:00:00,3.8396705437209455,2.159831738305689,2.8126114853015287,0.8485721727024126,1.8279193386668453
2004-03-17 20:00:00,3.2107223143829464,1.835777466453815,2.4695392696544887,0.5343818384629304,1.566838585355074
2004-03-17 21:00:00,2.5118909484518346,1.5297262097048223,1.648245177650968,0.4803803747655194,1.5233251264697787
2004-03-17 22:00:00,0.4852799872516105,-0.0665411294173738,0.3799175925316071,-0.1774556375483964,0.5660290309932822
2004-03-17 23:00:00,0.3455137140653883,-0.0065310790744341,0.4526904867597671,-0.2952770128882022,0.3702184660094534
2004-03-18 00:00:00,0.1358643042860546,-0.3485883660291904,0.171995037594007,-0.4130983882280081,0.1308944421403292
2004-03-18 01:00:00,-0.4930839250519458,-0.8826778140813538,-0.3374152220031133,-0.7174702745225064,-0.0649161228434995
2004-03-18 02:00:00,-0.7726164714243904,-1.0387039449729971,-0.6077145434219935,-0.8696562176697556,-0.4782939822538049
2004-03-18 03:00:00,-0.982265881203724,-1.050705955041585,-0.8052409706127136,-0.5097106815094097,-0.2538266215568708
2004-03-18 04:00:00,-0.9455300842885772,-1.1347200255217005,-0.8780138648408736,-0.8745654416422476,-0.6958612766802814
2004-03-18 05:00:00,-1.0521490177968351,-1.1827280657960524,-0.9195983758283937,-0.9874775930095616,-1.152752594975882
2004-03-18 06:00:00,-0.982265881203724,-1.1467220355902883,-0.8676177370939936,-0.8352916498623123,-0.848158382778815
2004-03-18 07:00:00,-0.4232007884588346,-0.834669773807002,-0.3789997329906333,-0.4867367478153867,-0.5435641705817479
2004-03-18 08:00:00,1.813059582520723,0.6115724394578448,1.242796195522648,0.4951080466829951,0.3049482776815104
2004-03-18 09:00:00,3.1408391777898346,1.7337603808708175,2.542312163882648,0.8976644124273317,0.892379972632997
2004-03-18 10:00:00,1.6732933093345004,1.1462785068932622,1.0348736405850476,0.5442002864079143,0.8706232431903492
2004-03-18 11:00:00,0.4852799872516105,0.0211985711260705,0.3071446983034471,-0.0694527101535744,0.9141367020756446
2004-03-18 12:00:00,0.0659811676929437,-0.2675469613729475,0.1200143988596069,-0.3296415806956456,0.6312992193212251
2004-03-18 13:00:00,0.0659811676929437,-0.2646327159777229,0.0888260156189668,-0.4376445080904676,0.5007588426653393
2004-03-18 14:00:00,0.1358643042860546,-0.0562851393071891,0.1823911653408869,-0.4965551957603705,0.3484617365668057
2004-03-18 15:00:00,0.0659811676929437,-0.0007758427399699,0.3175408260503271,-0.4376445080904676,0.391975195452101
2004-03-18 16:00:00,0.4852799872516105,0.0552577725959621,0.5670478919754474,-0.3247323567231537,1.2840011026006546
2004-03-18 17:00:00,0.4153968506584996,0.0194017308888276,0.3279369537972071,-0.3541877005581051,0.8488665137477016
2004-03-18 18:00:00,1.1142282165896111,1.005573179198609,1.0556658960788077,-0.1185449498784935,1.0011636198462353
2004-03-18 19:00:00,2.092592128893167,1.4454731465620556,1.5650761556759278,0.2054638323059725,1.2622443731580069
2004-03-18 20:00:00,2.092592128893167,1.4489792879616392,1.523491644688408,0.1858269364160048,1.4362982086991882
2004-03-18 21:00:00,0.7648125336240554,0.2019431362368837,0.286352442809687,-0.2952770128882022,0.5442723015506346
2004-03-18 22:00:00,-0.0039019689001675,-0.3363304232050048,-0.108700411571753,-0.5358289875403058,0.2396780893535675
2004-03-18 23:00:00,-0.2834345152726122,-0.46723714329903,-0.3166229665093532,-0.7027426026050307,-0.2389699583846807
2004-03-19 00:00:00,-0.0737851054932787,-0.4635480488956237,-0.2542462000280732,-0.5505566594577815,-0.0866728522861472
2004-03-19 01:00:00,-0.3533176518657233,-0.6475887898215534,-0.4933571382063134,-0.6634688108250955,-0.3042401467126237
2004-03-19 02:00:00,-0.8424996080175017,-0.8525183593598605,-0.8052409706127136,-0.9334761293121504,-1.022212218319996
2004-03-19 03:00:00,-0.982265881203724,-0.9460916098296206,-0.9195983758283937,-0.6823678923608599,-0.7609146811897727
2004-03-19 04:00:00,-1.0440552910279468,-0.959892886689306,-0.9923712700565536,-1.070934400541924,-1.6966708310420733
2004-03-19 05:00:00,-1.1220321543899463,-0.9620206539314612,-1.0443519087909536,-1.0807528484869078,-1.7836977488126635
2004-03-19 06:00:00,-0.982265881203724,-0.948620078946014,-0.9403906313221536,-0.8942023375322152,-1.0657256772052914
2004-03-19 07:00:00,-0.4232007884588346,-0.6669704537860737,-0.4829610104594334,-0.6045581231551925,-0.2389699583846807
2004-03-19 08:00:00,1.8829427191138337,1.2458937620006505,1.1908155567882477,0.4018327912056488,1.0229203492888828
2004-03-19 09:00:00,2.8613066314173903,1.484005173546323,2.074486415273048,0.5834740781878496,1.2187309142727116
2004-03-19 10:00:00,1.323877626368945,1.1794682695386811,0.8165549579005673,0.0729147850486909,0.8488665137477016
2004-03-19 11:00:00,0.8346956702171663,0.6281947912015488,0.5254633809879271,-0.0989080539885258,0.5442723015506346
2004-03-19 12:00:00,0.4852799872516105,0.1849687968321716,0.2759563150628071,-0.2265478772733155,0.3702184660094534
2004-03-19 13:00:00,0.625046260437833,0.530261275267437,0.4111059757722472,-0.305095460833186,0.2614348187962151
2004-03-19 14:00:00,0.8346956702171663,0.6830541376080408,0.5566517642285672,-0.197092533438364,0.5442723015506346
2004-03-19 15:00:00,0.9744619434033888,0.9176346843752352,0.7957627024068074,-0.1283633978234773,0.6312992193212251
2004-03-19 16:00:00,1.323877626368945,0.9946293297467248,0.8373472133943273,0.0532778891587233,0.8053530548624064
2004-03-19 17:00:00,1.7431764459276111,1.380181266806455,0.9932891295975274,0.1563715925810534,1.0446770787315305
2004-03-19 18:00:00,1.3937607629620554,1.388535754375408,0.9205162353693674,-0.035088142346131,0.7835963254197587
2004-03-19 19:00:00,1.6732933093345004,1.7003840024987764,1.0764581515725675,0.0630963371037071,0.7400828665344634
2004-03-19 20:00:00,1.2539944897758333,1.0658099520828224,0.8789317243818475,-0.1381818457684611,0.6095424898785775
2004-03-19 21:00:00,1.323877626368945,0.878634561417223,0.5566517642285672,0.0532778891587233,0.7183261370918157
2004-03-19 22:00:00,0.0659811676929437,-0.2336765732633574,-0.2334539445343132,-0.4670998519254191,0.1308944421403292
2004-03-19 23:00:00,-0.0039019689001675,-0.3378301250551584,-0.3166229665093532,-0.5456474354852896,-0.0214026639582042
2004-03-20 00:00:00,-0.2834345152726122,-0.6563951658158642,-0.5765261601813535,-0.6585595868526035,-0.3912670644832143
2004-03-20 01:00:00,-0.3533176518657233,-0.7158837817842955,-0.6389029266626335,-0.746925618357458,-0.5870776294670431
2004-03-20 02:00:00,-0.5629670616450568,-0.7794469021626843,-0.7532603318783136,-0.8058363060273609,-0.6305910883523385
